customerID,tenure,MonthlyCharges,ChurnRisk,ChurnProbability
6961-MJKBO,47,20.45,0,0.2296556
6097-EQISJ,66,102.45,1,0.9326014
4423-YLHDV,21,104.4,1,0.9756791
8158-WPEZG,11,35.65,1,0.9452781
0107-YHINA,1,99.75,1,0.87554747
4918-FYJNT,55,90.45,1,0.9730709
0727-BNRLG,69,97.65,0,0.19225658
4854-CIDCF,3,73.85,1,0.9614219
8640-SDGKB,4,74.4,1,0.9482343
3280-MRDOF,30,69.1,0,0.21416488
6435-SRWBJ,5,82.75,1,0.91733336
9964-WBQDJ,71,24.4,0,0.16297373
6303-KFWSL,29,55.25,1,0.8232046
1702-CCFNJ,52,61.35,1,0.99053484
8932-CZHRQ,68,76.75,1,0.9616312
0386-CWRGM,46,19.4,0,0.16323856
5515-RUGKN,8,54.75,1,0.97248816
0404-AHASP,72,19.7,0,0.22415116
7279-NMVJC,17,19.9,1,0.958358
2081-VEYEH,3,107.95,1,0.9267167
6407-UTSLV,2,83.8,1,0.9790397
4116-TZAQJ,9,74.25,1,0.95945543
9060-HJJRW,51,56.4,1,0.9463787
2587-YNLES,6,20.1,0,0.16323856
7398-SKNQZ,3,94.9,1,0.95571697
5935-FCCNB,17,94.2,1,0.8688998
1958-RNRKS,30,49.9,1,0.9635446
5136-RGMZO,31,71.05,1,0.9343712
8345-MVDYC,45,81.65,0,0.1988302
8226-BXGES,64,89.45,1,0.8874233
3877-JRJIP,1,59.85,1,0.9080131
8375-DKEBR,1,69.6,1,0.9082823
9705-IOVQQ,61,99.0,1,0.9313362
1015-OWJKI,1,19.05,1,0.97885895
7511-YMXVQ,9,45.4,1,0.8999094
2040-XBAVJ,72,114.45,0,0.14394403
7551-JOHTI,1,19.5,1,0.97885895
8887-IPQNC,7,44.25,1,0.91754293
8646-JCOMS,66,90.55,1,0.8993153
9804-ICWBG,1,69.9,1,0.9082823
1222-KJNZD,40,20.4,1,0.9840964
0106-GHRQR,16,71.4,1,0.98157734
5318-IXUZF,2,87.15,1,0.9790397
3768-VHXQO,67,24.85,0,0.20397538
8952-WCVCD,41,104.45,1,0.93725455
2418-TPEUN,56,19.8,0,0.18001103
3963-RYFNS,72,116.45,0,0.12542893
3198-VELRD,3,84.75,1,0.9742484
8540-ZQGEA,54,20.05,0,0.22415116
1320-REHCS,52,110.75,1,0.9102893
4137-JOPHL,50,89.7,0,0.36042818
9436-ZBZCT,14,89.95,1,0.9128583
7801-CEDNV,27,48.7,1,0.92929494
2057-BOYKM,72,96.6,0,0.118818246
3658-QQJYD,62,74.3,1,0.93630075
1803-BGNBD,12,54.3,1,0.95116365
0134-XWXCE,44,74.85,1,0.9749024
6950-TWMYB,54,79.95,0,0.34337807
5848-FHRFC,68,20.05,0,0.2296556
2243-FNMMI,20,19.4,1,0.9744598
2511-MORQY,50,54.9,1,0.9507344
5356-KZCKT,58,24.45,0,0.16297373
9470-XCCEM,35,89.65,1,0.9703995
6519-CFDBX,2,45.4,1,0.91754293
3902-MIVLE,63,75.7,0,0.12735064
0409-WTMPL,58,110.65,1,0.89453524
8763-KIAFH,27,20.55,1,0.89317876
3669-WHAFY,71,115.15,0,0.08583475
3055-VTCGS,63,58.55,1,0.97452015
3144-KMTWZ,71,93.25,1,0.97343653
7279-BUYWN,41,113.2,1,0.82530385
7156-MHUGY,13,90.5,1,0.8784171
7198-GLXTC,2,79.0,1,0.95922744
2007-QVGAW,68,19.35,0,0.23808008
5207-PLSTK,1,48.75,1,0.9325758
2307-FYNNL,65,109.05,0,0.0525425
5605-XNWEN,72,25.0,0,0.21700123
2155-AMQRX,28,54.9,1,0.9736621
6181-AXXYF,72,24.75,0,0.20397538
5091-HFAZW,2,91.15,1,0.86279684
0516-VRYBW,18,20.15,1,0.958358
2519-LBNQL,60,104.35,1,0.87730247
8623-ULFNQ,26,66.05,1,0.9416372
8380-PEFPE,1,71.65,1,0.9082823
5687-DKDTV,4,20.35,1,0.9744598
1568-LJSZU,68,92.2,0,0.09888332
7530-HDYDS,38,84.25,1,0.9684474
7789-HKSBS,42,105.2,1,0.9205416
7416-CKTEP,57,19.6,0,0.23808008
2586-CWXVV,54,30.4,1,0.9669038
3096-IZETN,12,78.1,1,0.98836577
2348-KCJLT,44,61.5,1,0.78165525
8401-EMUWF,42,69.4,1,0.98313266
4193-IBKSW,72,24.75,0,0.20911789
5377-NDTOU,71,91.05,0,0.12590244
5922-ABDVO,19,89.65,1,0.9523744
2474-LCNUE,23,73.65,1,0.9733242
0839-QNXME,30,19.4,0,0.22415116
3506-OVLKD,35,26.2,1,0.9532971
9172-ANCRX,10,98.7,1,0.8298517
6650-VJONK,1,43.85,1,0.9923253
2178-PMGCJ,22,69.7,1,0.88443696
7492-TAFJD,7,38.55,0,0.13840503
2773-MADBQ,36,53.1,0,0.07904417
6016-LVTJQ,34,20.65,1,0.9744598
7860-KSUGX,72,64.45,0,0.19217919
8966-KZXXA,36,25.1,0,0.20397538
6910-HADCM,1,76.35,1,0.9699223
4816-LXZYW,23,79.15,1,0.8560817
9606-PBKBQ,32,85.0,1,0.85996425
5149-QYTTU,71,95.15,1,0.77177685
2070-XYMFH,23,79.35,1,0.85996425
2085-BOJKI,17,96.65,1,0.95962816
0817-HSUSE,1,75.5,1,0.95695114
5442-PPTJY,12,19.7,0,0.16323856
1927-QEWMY,72,20.5,0,0.22415116
1663-MHLHE,1,19.2,1,0.97885895
5663-QBGIS,72,98.35,0,0.38895312
4450-MDZFX,60,74.35,1,0.98554206
6701-DHKWQ,61,51.35,0,0.3390142
7554-AKDQF,6,45.65,1,0.9705358
3536-IQCTX,32,85.3,1,0.9523744
4911-BANWH,31,86.55,1,0.95227134
8496-EJAUI,19,73.85,1,0.9592652
0794-YVSGE,72,20.3,0,0.2296556
5423-BHIXO,32,54.2,1,0.8963588
6908-VVYHM,65,90.65,1,0.8560817
2959-EEXWB,45,50.9,1,0.98567224
1839-UMACK,42,25.05,1,0.9159262
3030-YDNRM,8,74.85,1,0.85996425
7321-KKSDU,32,20.5,0,0.16323856
3402-XRIUO,22,63.55,1,0.93609107
3132-TVFDZ,57,44.85,1,0.8999094
8286-AFUYI,1,47.95,1,0.9755574
8080-DDEMJ,1,45.1,1,0.97707593
8356-WUAOJ,1,45.0,1,0.9350587
6365-MTGZX,24,96.0,1,0.92885196
1349-WXNGG,1,20.05,1,0.993782
8058-DMYRU,54,90.05,1,0.8560817
9350-ZXYJC,4,25.3,0,0.16297373
6990-YNRIO,65,108.65,0,0.14394403
8958-JPTRR,56,24.3,1,0.9159262
6959-GQEGV,45,75.95,1,0.90687263
3173-WSSUE,71,19.7,0,0.22415116
1265-HVPZB,59,66.4,1,0.91900706
4115-UMJFQ,69,35.75,1,0.9334788
7369-TRPFD,19,18.8,1,0.92471707
1098-KFQEC,55,19.4,0,0.22415116
7190-XHTWJ,38,19.3,1,0.92471707
0621-TWIEM,10,45.55,1,0.91754293
3537-RYBHH,47,67.45,1,0.96835446
2485-ITVKB,2,35.1,1,0.90799767
3669-OYSJI,1,46.2,1,0.9938788
1612-EOHDH,1,45.15,1,0.97707593
6702-OHFWR,1,43.3,1,0.9252046
5296-BFCYD,46,20.1,0,0.12909752
4510-PYUSH,38,57.15,1,0.9760376
9359-JANWS,65,58.9,0,0.18442106
7517-SAWMO,19,73.2,1,0.85745573
4143-HHPMK,52,85.35,1,0.8811393
3279-DYZQM,71,19.45,0,0.16323856
7054-LGEQW,1,45.95,1,0.97707593
0523-VNGTF,52,50.5,1,0.9473444
9575-IWCAZ,6,25.1,1,0.9159262
7105-MXJLL,26,60.7,1,0.95538074
7064-FRRSW,48,99.0,1,0.87730247
7940-UQQUG,64,104.4,1,0.9103689
0923-PNFUB,3,83.75,1,0.9641534
3961-SXAXY,1,44.05,1,0.9923253
7010-BRBUU,72,24.1,0,0.20397538
3566-HJGPK,1,45.55,1,0.9350587
3062-ICYZQ,51,93.8,1,0.81403285
9938-PRCVK,41,19.7,0,0.2296556
0973-KYVNF,72,70.65,0,0.15527551
5129-HHMZC,43,86.45,0,0.17581026
9637-CDTKZ,72,114.1,0,0.07589531
3946-JEWRQ,47,95.2,1,0.92589945
7873-CVMAW,72,88.55,0,0.15724404
0463-WZZKO,3,20.75,1,0.9730215
3494-JCHRQ,1,70.05,1,0.9082823
6474-FVJLC,2,86.0,1,0.85996425
4524-QCSSM,26,44.65,1,0.9854047
5832-EXGTT,29,60.2,1,0.91445166
8840-DQLGN,35,100.5,1,0.9791819
2039-JONDJ,27,55.45,1,0.92155206
7217-JYHOQ,24,70.3,1,0.98224556
6695-FRVEC,67,60.4,0,0.19342929
4547-LYTDD,16,72.65,1,0.9523744
9894-QMIMJ,23,55.8,1,0.9560603
8069-YQQAJ,14,31.1,1,0.90530026
6770-XUAGN,1,21.0,1,0.9421188
4193-ORFCL,1,45.1,1,0.97707593
1636-NTNCO,4,50.95,1,0.96325797
3466-WAESX,16,69.1,1,0.8860847
9281-PKKZE,46,43.95,1,0.9113395
3638-VBZTA,68,86.5,0,0.14355145
7459-IMVYU,38,69.95,1,0.9809579
7776-QWNFX,30,50.4,1,0.9851636
6689-TCZHQ,5,78.95,1,0.9614219
8563-OYMQY,17,90.95,1,0.9592652
0754-EEBDC,4,19.9,0,0.16323856
5777-ZPQNC,12,20.15,1,0.92471707
1951-IEYXM,72,90.6,0,0.09888332
3318-NMQXL,3,92.0,1,0.8784171
3143-ILDAL,56,94.45,1,0.914884
1022-RKXDR,41,24.85,1,0.8811783
2361-FJWNO,40,36.0,1,0.92994046
2272-UOINI,7,78.5,1,0.95306593
8232-UTFOZ,69,19.95,0,0.22415116
3750-YHRYO,7,20.65,1,0.92471707
6637-KYRCV,5,30.5,1,0.90530026
5668-MEISB,72,106.1,0,0.14739522
0129-QMPDR,44,20.5,1,0.9557722
7188-CBBBA,65,95.5,1,0.7917557
5356-CSVSQ,3,64.6,1,0.98029286
3221-CJMSG,24,51.1,1,0.97875583
4720-VSTSI,44,84.8,1,0.97343653
3219-JQRSL,72,89.1,0,0.17581026
2801-NISEI,24,54.95,1,0.9830746
3946-MHCZW,1,50.9,1,0.97707593
4623-ZKHLY,22,20.45,1,0.9840964
6732-VAILE,70,85.95,0,0.22701728
8201-AAXCB,25,60.35,1,0.96012527
7696-CFTAT,37,19.8,0,0.2296556
1845-CSBRZ,22,85.35,1,0.98585933
2123-VSCOT,59,72.1,0,0.3439022
6651-AZVTJ,49,99.8,1,0.85288155
4566-GOLUK,47,107.35,1,0.97519344
2484-DGXPZ,31,19.55,1,0.93061644
2018-QKYGT,1,81.05,1,0.9082823
2792-VPPET,3,20.5,1,0.93061644
7409-JURKQ,53,111.8,1,0.9515525
3247-MHJKM,1,20.2,1,0.97885895
1964-SVLEA,20,19.7,1,0.89317876
4587-NUKOX,3,79.1,1,0.8535155
7297-DVYGA,51,19.85,1,0.9557722
2239-CGBUZ,51,60.5,1,0.9018207
0854-UYHZD,13,19.55,0,0.16323856
7243-LCGGZ,1,20.9,1,0.97885895
8267-KFGYD,1,21.05,1,0.9421188
4890-VMUAV,63,71.5,1,0.82206535
9261-WDCAF,3,54.65,1,0.9705358
3764-MNMOI,46,19.2,0,0.22415116
7442-YGZFK,1,49.8,1,0.98147905
0420-BWTPW,8,25.5,1,0.9669038
8229-BUJHX,71,20.5,0,0.2296556
7449-HVPIV,55,90.4,1,0.9458044
5504-WSIUR,70,90.25,1,0.8993153
8183-ONMXC,2,80.75,1,0.9614219
8466-PZBLH,67,104.6,0,0.14394403
9614-RMGHA,65,91.85,1,0.9703995
8735-IJJEG,14,50.2,1,0.98862386
0564-MUUQK,20,95.5,1,0.97774976
5054-IEXZT,1,75.35,1,0.90559226
5834-ASPWA,1,75.45,1,0.888221
0701-RFGFI,49,95.4,1,0.97480696
0019-EFAEP,72,101.3,0,0.13634256
5619-PTMIK,46,53.1,1,0.9647356
3737-XBQDD,24,84.85,1,0.97343653
5882-CMAZQ,5,34.25,1,0.98140955
5846-QFDFI,33,88.6,1,0.98566586
4445-KWOKW,42,60.15,1,0.88727325
3511-APPBJ,23,99.95,1,0.9106771
7967-HYCDE,8,70.7,1,0.98836577
2430-RRYUW,66,54.8,1,0.78165525
3948-XHGNA,24,49.55,1,0.9893367
3723-BFBGR,24,54.8,1,0.98586214
0565-IYCGT,69,78.6,1,0.9181258
5447-WZAFP,53,100.3,1,0.90212005
5110-CHOPY,60,53.6,0,0.14592503
5445-UTODQ,7,81.1,1,0.8920071
4425-OWHWB,20,19.35,1,0.94602734
7892-QVYKW,23,85.6,1,0.9523744
9675-ICXCT,72,80.8,0,0.08977625
1024-VRZHF,11,74.95,1,0.85996425
4703-MQYKT,21,19.6,0,0.16323856
9497-QCMMS,1,93.55,1,0.87554747
5692-ICXLW,31,90.7,1,0.8488372
0602-DDUML,57,69.75,0,0.28082246
2208-MPXIO,45,20.0,0,0.23808008
1960-UYCNN,10,95.25,1,0.8560817
0348-SDKOL,58,102.1,1,0.96296924
3190-FZATL,14,19.95,1,0.9744598
7336-RLLRH,27,80.85,1,0.9004886
4373-MAVJG,14,90.9,1,0.97343653
8901-HJXTF,12,29.2,1,0.9669038
7710-JSYOA,69,93.3,0,0.33325493
5419-KLXBN,25,89.15,1,0.9790397
3424-NMNBO,58,108.85,1,0.7796932
9885-MFVSU,35,46.35,0,0.10427691
4514-GFCFI,16,84.75,1,0.8688998
0607-MVMGC,45,78.75,1,0.9669806
3365-SAIGS,17,83.55,1,0.8888982
9828-AOQLM,1,45.7,1,0.9350587
8022-BECSI,22,19.6,1,0.92471707
8000-REIQB,1,69.95,1,0.9082823
9993-LHIEB,67,67.85,0,0.14129256
0266-CLZKZ,67,105.65,0,0.33035162
7615-ESMYF,2,44.6,1,0.9681809
3858-VOBET,23,74.95,1,0.85996425
7020-OZKXZ,9,75.5,1,0.9850187
3977-QCRSL,5,20.15,1,0.9744598
0017-DINOC,54,45.2,0,0.14758758
1447-PJGGA,57,95.25,0,0.21628265
8565-CLBZW,24,89.85,1,0.85288155
9139-WQQDY,49,100.45,1,0.93941903
0224-HJAPT,5,47.15,1,0.9635446
8086-OVPWV,2,80.2,1,0.88443696
9430-FRQOC,4,87.1,1,0.91733336
7639-OPLNG,70,79.25,0,0.13460156
3074-GQWYX,5,75.9,1,0.9742484
1492-QGCLU,53,85.7,1,0.97913647
6845-RGTYS,47,98.75,1,0.82530385
7328-OWMOM,31,20.1,1,0.9626155
4418-LZMSV,13,61.8,1,0.99239093
5155-AZQPB,28,49.9,1,0.9635446
8861-HGGKB,10,86.45,1,0.9523744
1087-GRUYI,38,20.4,0,0.2296556
7065-YUNRY,1,45.3,1,0.9350587
7694-VLBWQ,67,104.1,1,0.9313362
2546-KZAAT,52,75.4,1,0.8751847
0181-RITDD,62,108.15,0,0.11036814
5989-PGKJB,16,86.25,1,0.8811393
4795-KTRTH,5,81.0,1,0.8560817
8272-ONJLV,12,95.7,1,0.93862385
1488-PBLJN,72,116.85,0,0.12542893
0308-GIQJT,71,105.75,1,0.9593923
3778-FOAQW,24,20.15,1,0.92471707
4452-ROHMO,15,19.6,0,0.16323856
6481-OGDOO,67,90.6,1,0.91693676
3090-LETTY,2,60.95,1,0.9900738
5349-AZPEW,5,25.05,1,0.9669038
3753-TSEMP,15,88.15,1,0.9641534
8305-VHZBZ,1,20.2,1,0.9421188
9720-JJJOR,41,60.3,1,0.9128706
8100-HZZLJ,43,63.95,1,0.91192514
8775-ERLNB,1,74.3,1,0.9627912
8309-IEYJD,1,70.6,1,0.9082823
9172-JITSM,26,90.8,1,0.8920071
6298-QDFNH,22,79.35,1,0.8560817
7398-HPYZQ,71,90.55,0,0.16144733
3546-GHEAE,7,19.45,0,0.16323856
7361-YPXFS,28,64.45,1,0.99053484
6557-BZXLQ,16,69.65,1,0.9614219
2550-QHZGP,7,19.5,1,0.92471707
7519-JTWQH,69,110.5,0,0.33035162
2538-OIMXF,1,24.7,1,0.9742286
8543-MSDMF,3,77.4,1,0.90687263
9961-JBNMK,21,96.8,1,0.97684085
1170-SASML,69,85.4,1,0.97343653
4872-JCVCA,71,47.6,0,0.15265948
5346-BZCHP,69,19.4,0,0.16323856
2038-LLMLM,48,103.85,1,0.9229363
6173-ITPWD,47,83.35,1,0.97343653
9734-UYXQI,2,49.4,1,0.89928263
1216-BGTSP,45,108.45,1,0.9557551
4138-NAXED,51,81.0,1,0.98554206
2189-UXTKY,22,79.2,1,0.9402963
0744-BIKKF,72,86.65,0,0.16144733
7483-IQWIB,37,92.95,1,0.8488372
5248-KWLAR,71,90.35,0,0.111891165
4958-GZWIY,7,48.7,1,0.9705358
7996-MHXLW,66,25.15,0,0.16297373
7833-PKIHD,51,76.4,1,0.94624096
7061-OVMIM,30,19.55,1,0.958358
5153-RTHKF,34,85.35,1,0.95571697
1852-QSWCD,64,24.8,0,0.11619615
4832-VRBMR,65,103.15,1,0.95331603
9079-LWTFD,47,100.75,1,0.9735405
6356-ELRKD,1,95.6,1,0.8873678
8624-GIOUT,49,59.75,1,0.96835446
3392-EHMNK,67,94.1,0,0.30936214
5986-WWXDV,39,19.35,1,0.958358
3061-BCKYI,14,19.9,1,0.9744598
6179-GJPSO,43,108.15,1,0.96955115
7901-TBKJX,56,101.05,1,0.85288155
7228-PAQPD,14,59.1,1,0.9698583
3177-LASXD,1,71.35,1,0.9699223
7746-QYVCO,16,55.85,1,0.78165525
5804-HYIEZ,70,106.05,1,0.8051534
9919-FZDED,72,84.1,0,0.11517518
5934-TSSAU,23,75.3,1,0.9604926
3486-KHMLI,21,24.7,1,0.9712971
4897-QSUYC,1,20.15,1,0.9421188
1084-UQCHV,1,69.75,1,0.9937977
8290-YWKHZ,32,93.2,1,0.8688998
2955-BJZHG,17,80.85,1,0.95922744
3806-DXQOM,4,33.65,1,0.8860847
6784-XYJAE,36,55.8,1,0.89830035
3933-DQPWX,50,39.7,0,0.34195477
6661-EIPZC,48,29.5,1,0.9761121
8957-THMOA,50,20.15,0,0.22415116
2251-PYLPB,72,79.55,0,0.17771581
5555-RNPGT,10,24.8,1,0.9869407
1057-FOGLZ,18,19.65,1,0.9744598
9300-RENDD,1,79.95,1,0.89762115
0761-AETCS,1,19.3,1,0.97885895
8087-LGYHQ,9,94.05,1,0.8784171
4137-BTIKL,2,90.75,1,0.9539128
2190-BCXEC,40,78.85,1,0.96215844
6227-FBDXH,69,99.5,1,0.9656154
2153-MREFK,37,99.2,1,0.77237713
2911-WDXMV,18,80.55,1,0.9512381
7206-PQBBZ,11,70.2,1,0.88443696
3106-ULWFW,8,85.2,1,0.9512381
0925-VYDLG,3,75.25,1,0.9523744
4547-FZJWE,55,59.45,1,0.9658215
7422-WNBTY,33,93.35,1,0.8560817
0842-IWYCP,46,44.95,1,0.99117273
3521-HTQTV,34,26.1,0,0.20911789
3744-ZBHON,3,20.2,1,0.9744598
3373-DIUUN,30,21.25,0,0.16323856
8383-SGHJU,33,59.4,1,0.82206535
7607-QKKTJ,45,95.0,1,0.931173
7707-PYBBH,40,61.9,1,0.9512127
8984-HPEMB,71,118.65,0,0.059620913
4349-GFQHK,1,54.35,1,0.9715911
4139-DETXS,72,64.45,0,0.1804036
9779-DPNEJ,22,80.15,1,0.88443696
9805-FILKB,46,20.2,1,0.9557722
5793-YOLJN,55,21.0,0,0.16323856
0673-IGUQO,1,20.45,1,0.97885895
4123-FCVCB,12,75.85,1,0.90055573
8819-IMISP,31,80.45,1,0.8560817
7802-EFKNY,5,24.95,1,0.90799767
8311-UEUAB,67,75.5,0,0.091310166
5858-EAFCZ,1,44.45,1,0.97707593
8035-BUYVG,40,42.35,1,0.7289546
1163-ONYEY,41,74.55,1,0.9635269
9787-XVQIU,1,75.3,1,0.888221
8945-MUQUF,51,94.8,1,0.62208515
5656-MJEFC,42,48.15,0,0.14758758
6082-OQFBA,23,19.65,1,0.92471707
8051-HJRLT,1,70.55,1,0.9082823
8974-OVACP,1,20.15,1,0.97885895
4010-YLMVT,56,106.6,1,0.9462712
1379-FRVEB,15,91.0,1,0.8488372
8612-GXIDD,12,25.4,0,0.21700123
6288-CHQJB,54,69.95,0,0.20092444
8160-HOWOX,7,66.85,1,0.9205684
3023-GFLBR,33,86.15,1,0.98139805
6648-INWPS,16,20.15,1,0.9744598
4223-BKEOR,21,64.85,1,0.9274019
4079-VTGLK,30,74.85,0,0.2875119
1763-WQFUK,3,50.5,1,0.95262307
1391-UBDAR,11,72.9,1,0.9614219
8894-JVDCV,62,115.05,1,0.8814619
2023-VQFDL,18,19.0,1,0.9744598
1345-GKDZZ,6,19.55,1,0.9744598
2014-MKGMH,46,101.1,1,0.89405864
5628-FCGYG,21,84.1,1,0.85996425
2560-WBWXF,68,24.15,0,0.21700123
0248-IPDFW,1,50.1,1,0.9203405
7978-DKUQH,25,74.6,1,0.88443696
4335-UPJSI,24,19.75,0,0.16323856
0524-IAVZO,30,85.0,1,0.85996425
2737-YNGYW,2,80.55,1,0.9614219
1784-EZDKJ,51,106.8,1,0.95331603
9297-FVVDH,57,84.5,0,0.07809613
8007-YYPWD,15,25.05,0,0.20911789
7101-HRBLJ,72,83.7,0,0.20323375
5159-YFPKQ,2,75.8,1,0.88443696
6635-CPNUN,28,96.6,1,0.9792519
4021-RQSNY,29,98.5,1,0.85288155
5453-YBTWV,70,101.1,0,0.09210268
5039-LZRQT,13,20.2,1,0.92471707
2931-VUVJN,59,94.05,1,0.604545
9061-TIHDA,13,95.25,1,0.85288155
8699-ASUFO,7,74.4,1,0.85996425
6418-PIQSP,62,81.0,0,0.13971119
8220-OCUFY,21,60.25,1,0.76416147
3995-WFCSM,2,60.85,1,0.9705358
1895-QTKDO,1,43.95,1,0.9938788
2038-OEQZH,4,86.05,1,0.9614219
1178-PZGAB,19,20.25,1,0.9626155
7927-AUXBZ,30,85.15,1,0.9798395
2626-VEEWG,67,19.4,0,0.18001103
2878-RMWXY,72,102.65,0,0.10140286
1657-DYMBM,53,19.9,0,0.22415116
7311-MQJCH,5,19.55,1,0.92471707
7375-WMVMT,71,95.5,0,0.25092757
1136-XGEQU,50,84.15,1,0.93690157
2530-FMFXO,56,103.2,0,0.14762732
6844-DZKRF,2,50.2,1,0.97875583
4695-WJZUE,2,88.55,1,0.85996425
7619-ODSGN,24,54.75,1,0.9647356
5970-GHJAW,46,19.95,0,0.22415116
8879-XUAHX,71,116.25,0,0.0525425
3689-MOZGR,29,31.2,1,0.94690365
4195-PNGZS,69,24.45,0,0.20911789
5003-XZWWO,71,84.2,0,0.32589662
3988-RQIXO,1,91.3,1,0.9092862
7622-FWGEW,56,85.65,0,0.18241248
6922-NCEDI,56,21.2,1,0.89317876
2514-GINMM,1,79.5,1,0.89762115
9891-NQDBD,28,25.55,1,0.9159262
6131-IUNXN,19,20.2,1,0.9744598
8548-AWOFC,66,63.85,1,0.9794915
9798-DRYDS,17,61.95,1,0.80175024
8532-UEFWH,52,25.75,0,0.14750312
6296-DDOOR,19,58.2,1,0.91206783
7951-VRDVK,36,85.85,1,0.9562455
5931-FLJJF,7,70.1,1,0.88443696
4815-YOSUK,72,104.9,1,0.87909025
2659-VXMWZ,67,111.3,1,0.7796932
0380-NEAVX,34,99.85,1,0.88964534
3207-OYBWH,57,95.25,1,0.97343653
4285-GYRQC,7,86.25,1,0.8920071
7216-EWTRS,1,100.8,1,0.8894178
4365-MSDYN,8,19.55,1,0.9840964
7036-TYDEC,69,104.0,0,0.24582174
5802-ADBRC,50,104.4,1,0.8068444
8076-FEZKJ,10,19.5,1,0.92471707
5197-YPYBZ,12,25.25,0,0.20397538
8337-MSSXB,14,86.3,1,0.8811393
4312-GVYNH,70,49.85,0,0.16258448
8495-LJDFO,64,108.95,1,0.9798218
0839-JTCUD,66,89.9,0,0.17581026
5494-WOZRZ,71,82.0,0,0.14309749
1302-UHBDD,20,89.95,1,0.95922744
2234-EOFPT,72,79.35,0,0.18241248
8619-IJNDK,71,64.05,0,0.18442106
8378-LKJAF,38,101.15,1,0.9458044
8182-BJDSI,28,89.95,1,0.8560817
2528-HFYZX,17,76.45,1,0.8811393
1153-GNOLC,33,39.1,1,0.809228
3298-QEICA,23,34.6,0,0.11927016
0788-DXBFY,58,19.55,1,0.89317876
3597-YASZG,70,104.45,0,0.33035162
3496-LFSZU,4,70.5,1,0.9614219
5242-UOWHD,45,20.35,0,0.16323856
2482-CZGBB,10,70.0,1,0.88443696
6479-SZPLM,36,19.45,0,0.22415116
8097-VBQTZ,54,69.9,1,0.9467006
4500-HKANN,23,59.7,0,0.25974694
9917-KWRBE,41,78.35,1,0.85447794
3420-ZDBMA,5,71.45,1,0.88443696
2212-LYASK,27,45.85,1,0.9470394
1393-IMKZG,1,95.85,1,0.94767874
8069-RHUXK,67,35.7,0,0.16705137
3398-GCPMU,72,89.55,0,0.11147016
2908-WGAXL,56,24.95,0,0.16297373
3378-AJRAO,44,24.85,1,0.9159262
1013-QCWAM,66,100.8,1,0.8652262
0866-QLSIR,34,64.4,1,0.70218945
6050-FFXES,69,105.35,0,0.37055764
7181-BQYBV,1,102.45,1,0.85546434
0362-RAOQO,40,19.65,0,0.22415116
9554-DFKIC,30,54.45,1,0.98585594
5527-ACHSO,11,70.5,1,0.984125
0829-DDVLK,15,20.1,1,0.9626155
1399-UBQIU,11,69.35,1,0.91021085
1813-JLKWR,64,19.8,1,0.958358
0336-PIKEI,72,74.4,0,0.1676639
7322-OCWHC,72,93.05,0,0.118818246
9537-VHDTA,1,51.2,1,0.9755574
4957-TIALW,15,65.6,1,0.9201458
2054-PJOCK,60,80.55,1,0.9657147
9150-HEPMB,56,52.7,1,0.85594076
9030-QGZNL,8,20.85,0,0.16323856
6204-IEUXJ,3,80.1,1,0.98846555
3126-WQMGH,49,52.15,1,0.96594405
4529-CKBCL,2,80.2,1,0.8920071
2506-CLAKW,6,98.15,1,0.98392683
7176-WRTNX,70,114.95,0,0.11146365
1583-IHQZE,12,112.95,1,0.9102893
5732-IKGQH,52,104.45,1,0.92203176
9239-GZHZE,72,113.65,0,0.08583475
7205-BAIAD,40,20.6,0,0.23808008
0151-ONTOV,1,70.9,1,0.9699223
4140-MUHUG,3,86.85,1,0.8920071
0093-EXYQL,40,91.55,1,0.8920071
8064-RAVOH,1,49.85,1,0.9350587
0219-QAERP,30,19.8,1,0.9626155
0320-JDNQG,23,99.85,1,0.91447985
7180-PISOG,1,74.5,1,0.888221
9168-INPSZ,44,104.15,1,0.974999
3571-RFHAR,65,109.15,1,0.9102893
0015-UOCOJ,7,48.2,1,0.91445166
5334-AFQJB,72,25.1,0,0.16297373
2754-SDJRD,8,100.15,1,0.96296924
9578-VRMNM,16,65.2,1,0.96594405
1587-FKLZB,66,99.5,1,0.9458044
6140-QNRQQ,1,71.55,1,0.9082823
8963-JLGJT,3,55.9,1,0.9685979
4307-KTUMW,53,93.9,1,0.9539128
1465-LNTLJ,8,64.4,1,0.97875583
5440-FLBQG,69,108.4,0,0.3014341
2135-DQWAQ,5,85.3,1,0.8888982
4056-QHXHZ,72,107.45,0,0.11173926
7470-MCQTK,13,48.75,1,0.9836092
7488-MXJIV,4,85.65,1,0.8688998
7401-JIXNM,54,91.3,0,0.17581026
9339-FIIJL,72,85.95,0,0.3709145
2027-FECZV,12,106.7,1,0.8488372
2672-DZUOY,1,25.15,1,0.92738056
4706-DGAHW,1,45.2,1,0.97707593
3870-MQAMG,54,110.35,1,0.92880434
6670-MFRPK,69,79.2,0,0.25417992
6177-PEVRA,48,55.5,0,0.21149822
4800-CZMPC,48,103.25,1,0.89453524
4813-HQMGZ,8,90.25,1,0.91733336
7579-KKLOE,71,91.25,0,0.06898519
7377-DMMRI,2,47.8,1,0.91445166
8402-EIVQS,67,100.9,1,0.90805024
4947-DSMXK,34,97.7,1,0.9703995
