customerID,MonthlyCharges,tenure,CLV,CustomerSegment
6223-DHJGV,20.65,42,867.3,Medium Value
6961-MJKBO,20.45,47,961.15,Medium Value
6097-EQISJ,102.45,66,6761.7,High Value
4423-YLHDV,104.4,21,2192.4,Medium Value
8158-WPEZG,35.65,11,392.15,Low Value
0107-YHINA,99.75,1,99.75,Low Value
4918-FYJNT,90.45,55,4974.75,High Value
0727-BNRLG,97.65,69,6737.85,High Value
4854-CIDCF,73.85,3,221.54999999999998,Low Value
8640-SDGKB,74.4,4,297.6,Low Value
3280-MRDOF,69.1,30,2073.0,Medium Value
6435-SRWBJ,82.75,5,413.75,Low Value
9964-WBQDJ,24.4,71,1732.3999999999999,Medium Value
6303-KFWSL,55.25,29,1602.25,Medium Value
1702-CCFNJ,61.35,52,3190.2000000000003,High Value
8932-CZHRQ,76.75,68,5219.0,High Value
0386-CWRGM,19.4,46,892.4,Medium Value
5515-RUGKN,54.75,8,438.0,Low Value
0404-AHASP,19.7,72,1418.3999999999999,Medium Value
7279-NMVJC,19.9,17,338.29999999999995,Low Value
2081-VEYEH,107.95,3,323.85,Low Value
6407-UTSLV,83.8,2,167.6,Low Value
4116-TZAQJ,74.25,9,668.25,Low Value
9060-HJJRW,56.4,51,2876.4,High Value
2587-YNLES,20.1,6,120.60000000000001,Low Value
7398-SKNQZ,94.9,3,284.70000000000005,Low Value
5935-FCCNB,94.2,17,1601.4,Medium Value
1958-RNRKS,49.9,30,1497.0,Medium Value
5136-RGMZO,71.05,31,2202.5499999999997,Medium Value
8345-MVDYC,81.65,45,3674.2500000000005,High Value
8226-BXGES,89.45,64,5724.8,High Value
3877-JRJIP,59.85,1,59.85,Low Value
8375-DKEBR,69.6,1,69.6,Low Value
9705-IOVQQ,99.0,61,6039.0,High Value
1015-OWJKI,19.05,1,19.05,Low Value
7511-YMXVQ,45.4,9,408.59999999999997,Low Value
2040-XBAVJ,114.45,72,8240.4,High Value
7551-JOHTI,19.5,1,19.5,Low Value
8887-IPQNC,44.25,7,309.75,Low Value
8646-JCOMS,90.55,66,5976.3,High Value
9804-ICWBG,69.9,1,69.9,Low Value
1222-KJNZD,20.4,40,816.0,Medium Value
0106-GHRQR,71.4,16,1142.4,Medium Value
5318-IXUZF,87.15,2,174.3,Low Value
3768-VHXQO,24.85,67,1664.95,Medium Value
8952-WCVCD,104.45,41,4282.45,High Value
2418-TPEUN,19.8,56,1108.8,Medium Value
3963-RYFNS,116.45,72,8384.4,High Value
3198-VELRD,84.75,3,254.25,Low Value
8540-ZQGEA,20.05,54,1082.7,Medium Value
1320-REHCS,110.75,52,5759.0,High Value
4137-JOPHL,89.7,50,4485.0,High Value
9436-ZBZCT,89.95,14,1259.3,Medium Value
7801-CEDNV,48.7,27,1314.9,Medium Value
2057-BOYKM,96.6,72,6955.2,High Value
3658-QQJYD,74.3,62,4606.599999999999,High Value
1803-BGNBD,54.3,12,651.5999999999999,Low Value
0134-XWXCE,74.85,44,3293.3999999999996,High Value
6950-TWMYB,79.95,54,4317.3,High Value
5848-FHRFC,20.05,68,1363.4,Medium Value
2243-FNMMI,19.4,20,388.0,Low Value
2511-MORQY,54.9,50,2745.0,Medium Value
5356-KZCKT,24.45,58,1418.1,Medium Value
9470-XCCEM,89.65,35,3137.75,High Value
6519-CFDBX,45.4,2,90.8,Low Value
3902-MIVLE,75.7,63,4769.1,High Value
0409-WTMPL,110.65,58,6417.700000000001,High Value
8763-KIAFH,20.55,27,554.85,Low Value
3669-WHAFY,115.15,71,8175.650000000001,High Value
3055-VTCGS,58.55,63,3688.6499999999996,High Value
3144-KMTWZ,93.25,71,6620.75,High Value
7279-BUYWN,113.2,41,4641.2,High Value
7156-MHUGY,90.5,13,1176.5,Medium Value
7198-GLXTC,79.0,2,158.0,Low Value
2007-QVGAW,19.35,68,1315.8000000000002,Medium Value
5207-PLSTK,48.75,1,48.75,Low Value
2307-FYNNL,109.05,65,7088.25,High Value
5605-XNWEN,25.0,72,1800.0,Medium Value
2155-AMQRX,54.9,28,1537.2,Medium Value
6181-AXXYF,24.75,72,1782.0,Medium Value
5091-HFAZW,91.15,2,182.3,Low Value
0516-VRYBW,20.15,18,362.7,Low Value
2519-LBNQL,104.35,60,6261.0,High Value
8623-ULFNQ,66.05,26,1717.3,Medium Value
8380-PEFPE,71.65,1,71.65,Low Value
5687-DKDTV,20.35,4,81.4,Low Value
1568-LJSZU,92.2,68,6269.6,High Value
7530-HDYDS,84.25,38,3201.5,High Value
7789-HKSBS,105.2,42,4418.400000000001,High Value
7416-CKTEP,19.6,57,1117.2,Medium Value
2586-CWXVV,30.4,54,1641.6,Medium Value
3096-IZETN,78.1,12,937.1999999999999,Medium Value
2348-KCJLT,61.5,44,2706.0,Medium Value
8401-EMUWF,69.4,42,2914.8,High Value
4193-IBKSW,24.75,72,1782.0,Medium Value
5377-NDTOU,91.05,71,6464.55,High Value
5922-ABDVO,89.65,19,1703.3500000000001,Medium Value
2474-LCNUE,73.65,23,1693.95,Medium Value
0839-QNXME,19.4,30,582.0,Low Value
3506-OVLKD,26.2,35,917.0,Medium Value
9172-ANCRX,98.7,10,987.0,Medium Value
6650-VJONK,43.85,1,43.85,Low Value
2178-PMGCJ,69.7,22,1533.4,Medium Value
7492-TAFJD,38.55,7,269.84999999999997,Low Value
2773-MADBQ,53.1,36,1911.6000000000001,Medium Value
6016-LVTJQ,20.65,34,702.0999999999999,Medium Value
7860-KSUGX,64.45,72,4640.400000000001,High Value
8966-KZXXA,25.1,36,903.6,Medium Value
6910-HADCM,76.35,1,76.35,Low Value
4816-LXZYW,79.15,23,1820.45,Medium Value
9606-PBKBQ,85.0,32,2720.0,Medium Value
5149-QYTTU,95.15,71,6755.650000000001,High Value
2070-XYMFH,79.35,23,1825.05,Medium Value
2085-BOJKI,96.65,17,1643.0500000000002,Medium Value
0817-HSUSE,75.5,1,75.5,Low Value
5442-PPTJY,19.7,12,236.39999999999998,Low Value
1927-QEWMY,20.5,72,1476.0,Medium Value
1663-MHLHE,19.2,1,19.2,Low Value
5663-QBGIS,98.35,72,7081.2,High Value
4450-MDZFX,74.35,60,4461.0,High Value
6701-DHKWQ,51.35,61,3132.35,High Value
7554-AKDQF,45.65,6,273.9,Low Value
3536-IQCTX,85.3,32,2729.6,Medium Value
4911-BANWH,86.55,31,2683.0499999999997,Medium Value
8496-EJAUI,73.85,19,1403.1499999999999,Medium Value
0794-YVSGE,20.3,72,1461.6000000000001,Medium Value
5423-BHIXO,54.2,32,1734.4,Medium Value
6908-VVYHM,90.65,65,5892.25,High Value
2959-EEXWB,50.9,45,2290.5,Medium Value
1839-UMACK,25.05,42,1052.1000000000001,Medium Value
3030-YDNRM,74.85,8,598.8,Low Value
7321-KKSDU,20.5,32,656.0,Low Value
3402-XRIUO,63.55,22,1398.1,Medium Value
3132-TVFDZ,44.85,57,2556.4500000000003,Medium Value
8286-AFUYI,47.95,1,47.95,Low Value
8080-DDEMJ,45.1,1,45.1,Low Value
8356-WUAOJ,45.0,1,45.0,Low Value
6365-MTGZX,96.0,24,2304.0,Medium Value
1349-WXNGG,20.05,1,20.05,Low Value
8058-DMYRU,90.05,54,4862.7,High Value
9350-ZXYJC,25.3,4,101.2,Low Value
6990-YNRIO,108.65,65,7062.25,High Value
8958-JPTRR,24.3,56,1360.8,Medium Value
6959-GQEGV,75.95,45,3417.75,High Value
3173-WSSUE,19.7,71,1398.7,Medium Value
1265-HVPZB,66.4,59,3917.6000000000004,High Value
4115-UMJFQ,35.75,69,2466.75,Medium Value
7369-TRPFD,18.8,19,357.2,Low Value
1098-KFQEC,19.4,55,1067.0,Medium Value
7190-XHTWJ,19.3,38,733.4,Medium Value
0621-TWIEM,45.55,10,455.5,Low Value
3537-RYBHH,67.45,47,3170.15,High Value
2485-ITVKB,35.1,2,70.2,Low Value
3669-OYSJI,46.2,1,46.2,Low Value
1612-EOHDH,45.15,1,45.15,Low Value
6702-OHFWR,43.3,1,43.3,Low Value
5296-BFCYD,20.1,46,924.6,Medium Value
4510-PYUSH,57.15,38,2171.7,Medium Value
9359-JANWS,58.9,65,3828.5,High Value
7517-SAWMO,73.2,19,1390.8,Medium Value
4143-HHPMK,85.35,52,4438.2,High Value
3279-DYZQM,19.45,71,1380.95,Medium Value
7054-LGEQW,45.95,1,45.95,Low Value
0523-VNGTF,50.5,52,2626.0,Medium Value
9575-IWCAZ,25.1,6,150.60000000000002,Low Value
7105-MXJLL,60.7,26,1578.2,Medium Value
7064-FRRSW,99.0,48,4752.0,High Value
7940-UQQUG,104.4,64,6681.6,High Value
0923-PNFUB,83.75,3,251.25,Low Value
3961-SXAXY,44.05,1,44.05,Low Value
7010-BRBUU,24.1,72,1735.2,Medium Value
3566-HJGPK,45.55,1,45.55,Low Value
3062-ICYZQ,93.8,51,4783.8,High Value
9938-PRCVK,19.7,41,807.6999999999999,Medium Value
0973-KYVNF,70.65,72,5086.8,High Value
5129-HHMZC,86.45,43,3717.35,High Value
9637-CDTKZ,114.1,72,8215.199999999999,High Value
3946-JEWRQ,95.2,47,4474.400000000001,High Value
7873-CVMAW,88.55,72,6375.599999999999,High Value
0463-WZZKO,20.75,3,62.25,Low Value
3494-JCHRQ,70.05,1,70.05,Low Value
6474-FVJLC,86.0,2,172.0,Low Value
4524-QCSSM,44.65,26,1160.8999999999999,Medium Value
5832-EXGTT,60.2,29,1745.8000000000002,Medium Value
8840-DQLGN,100.5,35,3517.5,High Value
2039-JONDJ,55.45,27,1497.15,Medium Value
7217-JYHOQ,70.3,24,1687.1999999999998,Medium Value
6695-FRVEC,60.4,67,4046.7999999999997,High Value
4547-LYTDD,72.65,16,1162.4,Medium Value
9894-QMIMJ,55.8,23,1283.3999999999999,Medium Value
8069-YQQAJ,31.1,14,435.40000000000003,Low Value
6770-XUAGN,21.0,1,21.0,Low Value
4193-ORFCL,45.1,1,45.1,Low Value
1636-NTNCO,50.95,4,203.8,Low Value
3466-WAESX,69.1,16,1105.6,Medium Value
9281-PKKZE,43.95,46,2021.7,Medium Value
3638-VBZTA,86.5,68,5882.0,High Value
7459-IMVYU,69.95,38,2658.1,Medium Value
7776-QWNFX,50.4,30,1512.0,Medium Value
6689-TCZHQ,78.95,5,394.75,Low Value
8563-OYMQY,90.95,17,1546.15,Medium Value
0754-EEBDC,19.9,4,79.6,Low Value
5777-ZPQNC,20.15,12,241.79999999999998,Low Value
1951-IEYXM,90.6,72,6523.2,High Value
3318-NMQXL,92.0,3,276.0,Low Value
3143-ILDAL,94.45,56,5289.2,High Value
1022-RKXDR,24.85,41,1018.85,Medium Value
2361-FJWNO,36.0,40,1440.0,Medium Value
2272-UOINI,78.5,7,549.5,Low Value
8232-UTFOZ,19.95,69,1376.55,Medium Value
3750-YHRYO,20.65,7,144.54999999999998,Low Value
6637-KYRCV,30.5,5,152.5,Low Value
5668-MEISB,106.1,72,7639.2,High Value
0129-QMPDR,20.5,44,902.0,Medium Value
7188-CBBBA,95.5,65,6207.5,High Value
5356-CSVSQ,64.6,3,193.79999999999998,Low Value
3221-CJMSG,51.1,24,1226.4,Medium Value
4720-VSTSI,84.8,44,3731.2,High Value
3219-JQRSL,89.1,72,6415.2,High Value
2801-NISEI,54.95,24,1318.8000000000002,Medium Value
3946-MHCZW,50.9,1,50.9,Low Value
4623-ZKHLY,20.45,22,449.9,Low Value
6732-VAILE,85.95,70,6016.5,High Value
8201-AAXCB,60.35,25,1508.75,Medium Value
7696-CFTAT,19.8,37,732.6,Medium Value
1845-CSBRZ,85.35,22,1877.6999999999998,Medium Value
2123-VSCOT,72.1,59,4253.9,High Value
6651-AZVTJ,99.8,49,4890.2,High Value
4566-GOLUK,107.35,47,5045.45,High Value
2484-DGXPZ,19.55,31,606.0500000000001,Low Value
2018-QKYGT,81.05,1,81.05,Low Value
2792-VPPET,20.5,3,61.5,Low Value
7409-JURKQ,111.8,53,5925.4,High Value
3247-MHJKM,20.2,1,20.2,Low Value
1964-SVLEA,19.7,20,394.0,Low Value
4587-NUKOX,79.1,3,237.29999999999998,Low Value
7297-DVYGA,19.85,51,1012.35,Medium Value
2239-CGBUZ,60.5,51,3085.5,High Value
0854-UYHZD,19.55,13,254.15,Low Value
7243-LCGGZ,20.9,1,20.9,Low Value
8267-KFGYD,21.05,1,21.05,Low Value
4890-VMUAV,71.5,63,4504.5,High Value
9261-WDCAF,54.65,3,163.95,Low Value
3764-MNMOI,19.2,46,883.1999999999999,Medium Value
7442-YGZFK,49.8,1,49.8,Low Value
0420-BWTPW,25.5,8,204.0,Low Value
8229-BUJHX,20.5,71,1455.5,Medium Value
7449-HVPIV,90.4,55,4972.0,High Value
5504-WSIUR,90.25,70,6317.5,High Value
8183-ONMXC,80.75,2,161.5,Low Value
8466-PZBLH,104.6,67,7008.2,High Value
9614-RMGHA,91.85,65,5970.25,High Value
8735-IJJEG,50.2,14,702.8000000000001,Medium Value
0564-MUUQK,95.5,20,1910.0,Medium Value
5054-IEXZT,75.35,1,75.35,Low Value
5834-ASPWA,75.45,1,75.45,Low Value
0701-RFGFI,95.4,49,4674.6,High Value
0019-EFAEP,101.3,72,7293.599999999999,High Value
5619-PTMIK,53.1,46,2442.6,Medium Value
3737-XBQDD,84.85,24,2036.3999999999999,Medium Value
5882-CMAZQ,34.25,5,171.25,Low Value
5846-QFDFI,88.6,33,2923.7999999999997,High Value
4445-KWOKW,60.15,42,2526.2999999999997,Medium Value
3511-APPBJ,99.95,23,2298.85,Medium Value
7967-HYCDE,70.7,8,565.6,Low Value
2430-RRYUW,54.8,66,3616.7999999999997,High Value
3948-XHGNA,49.55,24,1189.1999999999998,Medium Value
3723-BFBGR,54.8,24,1315.1999999999998,Medium Value
0565-IYCGT,78.6,69,5423.4,High Value
5447-WZAFP,100.3,53,5315.9,High Value
5110-CHOPY,53.6,60,3216.0,High Value
5445-UTODQ,81.1,7,567.6999999999999,Low Value
4425-OWHWB,19.35,20,387.0,Low Value
7892-QVYKW,85.6,23,1968.8,Medium Value
9675-ICXCT,80.8,72,5817.599999999999,High Value
1024-VRZHF,74.95,11,824.45,Medium Value
4703-MQYKT,19.6,21,411.6,Low Value
9497-QCMMS,93.55,1,93.55,Low Value
5692-ICXLW,90.7,31,2811.7000000000003,High Value
0602-DDUML,69.75,57,3975.75,High Value
2208-MPXIO,20.0,45,900.0,Medium Value
1960-UYCNN,95.25,10,952.5,Medium Value
0348-SDKOL,102.1,58,5921.799999999999,High Value
3190-FZATL,19.95,14,279.3,Low Value
7336-RLLRH,80.85,27,2182.95,Medium Value
4373-MAVJG,90.9,14,1272.6000000000001,Medium Value
8901-HJXTF,29.2,12,350.4,Low Value
7710-JSYOA,93.3,69,6437.7,High Value
5419-KLXBN,89.15,25,2228.75,Medium Value
3424-NMNBO,108.85,58,6313.299999999999,High Value
9885-MFVSU,46.35,35,1622.25,Medium Value
4514-GFCFI,84.75,16,1356.0,Medium Value
0607-MVMGC,78.75,45,3543.75,High Value
3365-SAIGS,83.55,17,1420.35,Medium Value
9828-AOQLM,45.7,1,45.7,Low Value
8022-BECSI,19.6,22,431.20000000000005,Low Value
8000-REIQB,69.95,1,69.95,Low Value
9993-LHIEB,67.85,67,4545.95,High Value
0266-CLZKZ,105.65,67,7078.55,High Value
7615-ESMYF,44.6,2,89.2,Low Value
3858-VOBET,74.95,23,1723.8500000000001,Medium Value
7020-OZKXZ,75.5,9,679.5,Medium Value
3977-QCRSL,20.15,5,100.75,Low Value
0017-DINOC,45.2,54,2440.8,Medium Value
1447-PJGGA,95.25,57,5429.25,High Value
8565-CLBZW,89.85,24,2156.3999999999996,Medium Value
9139-WQQDY,100.45,49,4922.05,High Value
0224-HJAPT,47.15,5,235.75,Low Value
8086-OVPWV,80.2,2,160.4,Low Value
9430-FRQOC,87.1,4,348.4,Low Value
7639-OPLNG,79.25,70,5547.5,High Value
3074-GQWYX,75.9,5,379.5,Low Value
1492-QGCLU,85.7,53,4542.1,High Value
6845-RGTYS,98.75,47,4641.25,High Value
7328-OWMOM,20.1,31,623.1,Low Value
4418-LZMSV,61.8,13,803.4,Medium Value
5155-AZQPB,49.9,28,1397.2,Medium Value
8861-HGGKB,86.45,10,864.5,Medium Value
1087-GRUYI,20.4,38,775.1999999999999,Medium Value
7065-YUNRY,45.3,1,45.3,Low Value
7694-VLBWQ,104.1,67,6974.7,High Value
2546-KZAAT,75.4,52,3920.8,High Value
0181-RITDD,108.15,62,6705.3,High Value
5989-PGKJB,86.25,16,1380.0,Medium Value
4795-KTRTH,81.0,5,405.0,Low Value
8272-ONJLV,95.7,12,1148.4,Medium Value
1488-PBLJN,116.85,72,8413.199999999999,High Value
0308-GIQJT,105.75,71,7508.25,High Value
3778-FOAQW,20.15,24,483.59999999999997,Low Value
4452-ROHMO,19.6,15,294.0,Low Value
6481-OGDOO,90.6,67,6070.2,High Value
3090-LETTY,60.95,2,121.9,Low Value
5349-AZPEW,25.05,5,125.25,Low Value
3753-TSEMP,88.15,15,1322.25,Medium Value
8305-VHZBZ,20.2,1,20.2,Low Value
9720-JJJOR,60.3,41,2472.2999999999997,Medium Value
8100-HZZLJ,63.95,43,2749.85,High Value
8775-ERLNB,74.3,1,74.3,Low Value
8309-IEYJD,70.6,1,70.6,Low Value
9172-JITSM,90.8,26,2360.7999999999997,Medium Value
6298-QDFNH,79.35,22,1745.6999999999998,Medium Value
7398-HPYZQ,90.55,71,6429.05,High Value
3546-GHEAE,19.45,7,136.15,Low Value
7361-YPXFS,64.45,28,1804.6000000000001,Medium Value
6557-BZXLQ,69.65,16,1114.4,Medium Value
2550-QHZGP,19.5,7,136.5,Low Value
7519-JTWQH,110.5,69,7624.5,High Value
2538-OIMXF,24.7,1,24.7,Low Value
8543-MSDMF,77.4,3,232.20000000000002,Low Value
9961-JBNMK,96.8,21,2032.8,Medium Value
1170-SASML,85.4,69,5892.6,High Value
4872-JCVCA,47.6,71,3379.6,High Value
5346-BZCHP,19.4,69,1338.6,Medium Value
2038-LLMLM,103.85,48,4984.799999999999,High Value
6173-ITPWD,83.35,47,3917.45,High Value
9734-UYXQI,49.4,2,98.8,Low Value
1216-BGTSP,108.45,45,4880.25,High Value
4138-NAXED,81.0,51,4131.0,High Value
2189-UXTKY,79.2,22,1742.4,Medium Value
0744-BIKKF,86.65,72,6238.8,High Value
7483-IQWIB,92.95,37,3439.15,High Value
5248-KWLAR,90.35,71,6414.849999999999,High Value
4958-GZWIY,48.7,7,340.90000000000003,Low Value
7996-MHXLW,25.15,66,1659.8999999999999,Medium Value
7833-PKIHD,76.4,51,3896.4,High Value
7061-OVMIM,19.55,30,586.5,Low Value
5153-RTHKF,85.35,34,2901.8999999999996,High Value
1852-QSWCD,24.8,64,1587.2,Medium Value
4832-VRBMR,103.15,65,6704.75,High Value
9079-LWTFD,100.75,47,4735.25,High Value
6356-ELRKD,95.6,1,95.6,Low Value
8624-GIOUT,59.75,49,2927.75,High Value
3392-EHMNK,94.1,67,6304.7,High Value
5986-WWXDV,19.35,39,754.6500000000001,Medium Value
3061-BCKYI,19.9,14,278.59999999999997,Low Value
6179-GJPSO,108.15,43,4650.45,High Value
7901-TBKJX,101.05,56,5658.8,High Value
7228-PAQPD,59.1,14,827.4,Medium Value
3177-LASXD,71.35,1,71.35,Low Value
7746-QYVCO,55.85,16,893.6,Medium Value
5804-HYIEZ,106.05,70,7423.5,High Value
9919-FZDED,84.1,72,6055.2,High Value
5934-TSSAU,75.3,23,1731.8999999999999,Medium Value
3486-KHMLI,24.7,21,518.6999999999999,Low Value
4897-QSUYC,20.15,1,20.15,Low Value
1084-UQCHV,69.75,1,69.75,Low Value
8290-YWKHZ,93.2,32,2982.4,High Value
2955-BJZHG,80.85,17,1374.4499999999998,Medium Value
3806-DXQOM,33.65,4,134.6,Low Value
6784-XYJAE,55.8,36,2008.8,Medium Value
3933-DQPWX,39.7,50,1985.0000000000002,Medium Value
6661-EIPZC,29.5,48,1416.0,Medium Value
8957-THMOA,20.15,50,1007.4999999999999,Medium Value
2251-PYLPB,79.55,72,5727.599999999999,High Value
5555-RNPGT,24.8,10,248.0,Low Value
1057-FOGLZ,19.65,18,353.7,Low Value
9300-RENDD,79.95,1,79.95,Low Value
0761-AETCS,19.3,1,19.3,Low Value
8087-LGYHQ,94.05,9,846.4499999999999,Medium Value
4137-BTIKL,90.75,2,181.5,Low Value
2190-BCXEC,78.85,40,3154.0,High Value
6227-FBDXH,99.5,69,6865.5,High Value
2153-MREFK,99.2,37,3670.4,High Value
2911-WDXMV,80.55,18,1449.8999999999999,Medium Value
7206-PQBBZ,70.2,11,772.2,Medium Value
3106-ULWFW,85.2,8,681.6,Medium Value
0925-VYDLG,75.25,3,225.75,Low Value
4547-FZJWE,59.45,55,3269.75,High Value
7422-WNBTY,93.35,33,3080.5499999999997,High Value
0842-IWYCP,44.95,46,2067.7000000000003,Medium Value
3521-HTQTV,26.1,34,887.4000000000001,Medium Value
3744-ZBHON,20.2,3,60.599999999999994,Low Value
3373-DIUUN,21.25,30,637.5,Low Value
8383-SGHJU,59.4,33,1960.2,Medium Value
7607-QKKTJ,95.0,45,4275.0,High Value
7707-PYBBH,61.9,40,2476.0,Medium Value
8984-HPEMB,118.65,71,8424.15,High Value
4349-GFQHK,54.35,1,54.35,Low Value
4139-DETXS,64.45,72,4640.400000000001,High Value
9779-DPNEJ,80.15,22,1763.3000000000002,Medium Value
9805-FILKB,20.2,46,929.1999999999999,Medium Value
5793-YOLJN,21.0,55,1155.0,Medium Value
0673-IGUQO,20.45,1,20.45,Low Value
4123-FCVCB,75.85,12,910.1999999999999,Medium Value
8819-IMISP,80.45,31,2493.9500000000003,Medium Value
7802-EFKNY,24.95,5,124.75,Low Value
8311-UEUAB,75.5,67,5058.5,High Value
5858-EAFCZ,44.45,1,44.45,Low Value
8035-BUYVG,42.35,40,1694.0,Medium Value
1163-ONYEY,74.55,41,3056.5499999999997,High Value
9787-XVQIU,75.3,1,75.3,Low Value
8945-MUQUF,94.8,51,4834.8,High Value
5656-MJEFC,48.15,42,2022.3,Medium Value
6082-OQFBA,19.65,23,451.95,Low Value
8051-HJRLT,70.55,1,70.55,Low Value
8974-OVACP,20.15,1,20.15,Low Value
4010-YLMVT,106.6,56,5969.599999999999,High Value
1379-FRVEB,91.0,15,1365.0,Medium Value
8612-GXIDD,25.4,12,304.79999999999995,Low Value
6288-CHQJB,69.95,54,3777.3,High Value
8160-HOWOX,66.85,7,467.94999999999993,Low Value
3023-GFLBR,86.15,33,2842.9500000000003,High Value
6648-INWPS,20.15,16,322.4,Low Value
4223-BKEOR,64.85,21,1361.85,Medium Value
4079-VTGLK,74.85,30,2245.5,Medium Value
1763-WQFUK,50.5,3,151.5,Low Value
1391-UBDAR,72.9,11,801.9000000000001,Medium Value
8894-JVDCV,115.05,62,7133.099999999999,High Value
2023-VQFDL,19.0,18,342.0,Low Value
1345-GKDZZ,19.55,6,117.30000000000001,Low Value
2014-MKGMH,101.1,46,4650.599999999999,High Value
5628-FCGYG,84.1,21,1766.1,Medium Value
2560-WBWXF,24.15,68,1642.1999999999998,Medium Value
0248-IPDFW,50.1,1,50.1,Low Value
7978-DKUQH,74.6,25,1864.9999999999998,Medium Value
4335-UPJSI,19.75,24,474.0,Low Value
0524-IAVZO,85.0,30,2550.0,Medium Value
2737-YNGYW,80.55,2,161.1,Low Value
1784-EZDKJ,106.8,51,5446.8,High Value
9297-FVVDH,84.5,57,4816.5,High Value
8007-YYPWD,25.05,15,375.75,Low Value
7101-HRBLJ,83.7,72,6026.400000000001,High Value
5159-YFPKQ,75.8,2,151.6,Low Value
6635-CPNUN,96.6,28,2704.7999999999997,Medium Value
4021-RQSNY,98.5,29,2856.5,High Value
5453-YBTWV,101.1,70,7077.0,High Value
5039-LZRQT,20.2,13,262.59999999999997,Low Value
2931-VUVJN,94.05,59,5548.95,High Value
9061-TIHDA,95.25,13,1238.25,Medium Value
8699-ASUFO,74.4,7,520.8000000000001,Low Value
6418-PIQSP,81.0,62,5022.0,High Value
8220-OCUFY,60.25,21,1265.25,Medium Value
3995-WFCSM,60.85,2,121.7,Low Value
1895-QTKDO,43.95,1,43.95,Low Value
2038-OEQZH,86.05,4,344.2,Low Value
1178-PZGAB,20.25,19,384.75,Low Value
7927-AUXBZ,85.15,30,2554.5,Medium Value
2626-VEEWG,19.4,67,1299.8,Medium Value
2878-RMWXY,102.65,72,7390.8,High Value
1657-DYMBM,19.9,53,1054.6999999999998,Medium Value
7311-MQJCH,19.55,5,97.75,Low Value
7375-WMVMT,95.5,71,6780.5,High Value
1136-XGEQU,84.15,50,4207.5,High Value
2530-FMFXO,103.2,56,5779.2,High Value
6844-DZKRF,50.2,2,100.4,Low Value
4695-WJZUE,88.55,2,177.1,Low Value
7619-ODSGN,54.75,24,1314.0,Medium Value
5970-GHJAW,19.95,46,917.6999999999999,Medium Value
8879-XUAHX,116.25,71,8253.75,High Value
3689-MOZGR,31.2,29,904.8,Medium Value
4195-PNGZS,24.45,69,1687.05,Medium Value
5003-XZWWO,84.2,71,5978.2,High Value
3988-RQIXO,91.3,1,91.3,Low Value
7622-FWGEW,85.65,56,4796.400000000001,High Value
6922-NCEDI,21.2,56,1187.2,Medium Value
2514-GINMM,79.5,1,79.5,Low Value
9891-NQDBD,25.55,28,715.4,Medium Value
6131-IUNXN,20.2,19,383.8,Low Value
8548-AWOFC,63.85,66,4214.1,High Value
9798-DRYDS,61.95,17,1053.15,Medium Value
8532-UEFWH,25.75,52,1339.0,Medium Value
6296-DDOOR,58.2,19,1105.8,Medium Value
7951-VRDVK,85.85,36,3090.6,High Value
5931-FLJJF,70.1,7,490.69999999999993,Low Value
4815-YOSUK,104.9,72,7552.8,High Value
2659-VXMWZ,111.3,67,7457.099999999999,High Value
0380-NEAVX,99.85,34,3394.8999999999996,High Value
3207-OYBWH,95.25,57,5429.25,High Value
4285-GYRQC,86.25,7,603.75,Low Value
7216-EWTRS,100.8,1,100.8,Low Value
4365-MSDYN,19.55,8,156.4,Low Value
7036-TYDEC,104.0,69,7176.0,High Value
5802-ADBRC,104.4,50,5220.0,High Value
8076-FEZKJ,19.5,10,195.0,Low Value
5197-YPYBZ,25.25,12,303.0,Low Value
8337-MSSXB,86.3,14,1208.2,Medium Value
4312-GVYNH,49.85,70,3489.5,High Value
8495-LJDFO,108.95,64,6972.8,High Value
0839-JTCUD,89.9,66,5933.400000000001,High Value
5494-WOZRZ,82.0,71,5822.0,High Value
1302-UHBDD,89.95,20,1799.0,Medium Value
2234-EOFPT,79.35,72,5713.2,High Value
8619-IJNDK,64.05,71,4547.55,High Value
8378-LKJAF,101.15,38,3843.7000000000003,High Value
8182-BJDSI,89.95,28,2518.6,Medium Value
2528-HFYZX,76.45,17,1299.65,Medium Value
1153-GNOLC,39.1,33,1290.3,Medium Value
3298-QEICA,34.6,23,795.8000000000001,Medium Value
0788-DXBFY,19.55,58,1133.9,Medium Value
3597-YASZG,104.45,70,7311.5,High Value
3496-LFSZU,70.5,4,282.0,Low Value
5242-UOWHD,20.35,45,915.7500000000001,Medium Value
2482-CZGBB,70.0,10,700.0,Medium Value
6479-SZPLM,19.45,36,700.1999999999999,Medium Value
8097-VBQTZ,69.9,54,3774.6000000000004,High Value
4500-HKANN,59.7,23,1373.1000000000001,Medium Value
9917-KWRBE,78.35,41,3212.35,High Value
3420-ZDBMA,71.45,5,357.25,Low Value
2212-LYASK,45.85,27,1237.95,Medium Value
1393-IMKZG,95.85,1,95.85,Low Value
8069-RHUXK,35.7,67,2391.9,Medium Value
3398-GCPMU,89.55,72,6447.599999999999,High Value
2908-WGAXL,24.95,56,1397.2,Medium Value
3378-AJRAO,24.85,44,1093.4,Medium Value
1013-QCWAM,100.8,66,6652.8,High Value
0866-QLSIR,64.4,34,2189.6000000000004,Medium Value
